Ubigeo;Departamento;Provincia;Distrito;Indicador;Unidad de medida;Anio 2012;Anio 2013;Anio 2014;Anio 2015;Anio 2016;Anio 2017;Anio 2018;Anio 2019;Anio 2020;Anio 2021;Anio 2022;Anio 2023
120804;JUNIN;YAULI;MARCAPOMACOCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;176;187;195;198;180;183;198;198;220;213;193;176
120805;JUNIN;YAULI;MOROCOCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1589;1412;1284;1164;1056;1023;977;964;951;930;851;779
120806;JUNIN;YAULI;PACCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;316;330;284;293;287;225;196;223;237;235;229;232
120807;JUNIN;YAULI;SANTA BARBARA DE CARHUACAYAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;223;199;199;166;164;172;184;188;253;266;227;213
120808;JUNIN;YAULI;SANTA ROSA DE SACCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2861;2852;2774;2416;2485;2425;2543;2715;2945;3080;3120;3033
120809;JUNIN;YAULI;SUITUCANCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;233;253;245;257;281;269;252;257;275;295;289;290
120810;JUNIN;YAULI;YAULI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1113;1061;1102;987;868;865;791;812;918;833;716;727
130201;LA LIBERTAD;ASCOPE;ASCOPE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1768;1863;1876;1756;1731;1737;1802;1818;1890;1947;1975;1803
130208;LA LIBERTAD;ASCOPE;CASA GRANDE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7123;6943;6752;6836;6643;6670;6652;6775;6844;6909;6987;6731
130202;LA LIBERTAD;ASCOPE;CHICAMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3539;3734;3455;3408;3606;3716;3772;4061;3864;3973;4034;4107
130203;LA LIBERTAD;ASCOPE;CHOCOPE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2738;3354;3074;3012;2877;2802;2809;2850;2918;3020;3057;2843
130204;LA LIBERTAD;ASCOPE;MAGDALENA DE CAO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;317;372;306;360;348;351;350;394;400;393;374;358
130205;LA LIBERTAD;ASCOPE;PAIJAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6653;7119;7171;6763;7165;7379;7588;7701;7971;8025;8255;8176
130206;LA LIBERTAD;ASCOPE;RAZURI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1959;1977;1962;1981;1982;2023;2044;2157;2207;2513;2473;2474
130207;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4315;4374;4239;4241;4175;4224;4386;4478;4478;4662;4637;4528
130302;LA LIBERTAD;BOLIVAR;BAMBAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1421;1460;1390;1353;1403;1418;1425;1411;1424;1441;1414;1436
130301;LA LIBERTAD;BOLIVAR;BOLIVAR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1746;1831;1792;1770;1720;1664;1602;1591;1608;1686;1668;1610
130303;LA LIBERTAD;BOLIVAR;CONDORMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;683;724;714;681;672;643;711;692;739;814;832;803
130304;LA LIBERTAD;BOLIVAR;LONGOTEA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;664;854;751;739;774;745;710;689;723;843;805;810
130305;LA LIBERTAD;BOLIVAR;UCHUMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1064;1032;1013;1005;991;977;920;898;920;958;931;887
130306;LA LIBERTAD;BOLIVAR;UCUNCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;401;404;401;373;358;344;331;343;361;343;331;342
130401;LA LIBERTAD;CHEPEN;CHEPEN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;14819;15059;14437;14286;14075;13976;14029;14787;14534;14191;14580;14968
130402;LA LIBERTAD;CHEPEN;PACANGA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4233;4592;4596;4902;5142;5299;5429;5736;5729;6130;6690;6795
130403;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3695;3423;3335;3403;3401;3370;3399;3351;3434;3488;3567;3483
131101;LA LIBERTAD;GRAN CHIMU;CASCAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3436;4200;4200;4136;4091;4014;3975;4059;4071;4207;4170;4086
131102;LA LIBERTAD;GRAN CHIMU;LUCMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1315;1428;1519;1513;1437;1404;1370;1378;1397;1424;1384;1306
131103;LA LIBERTAD;GRAN CHIMU;MARMOT;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;245;479;541;574;564;563;546;558;547;575;618;590
131104;LA LIBERTAD;GRAN CHIMU;SAYAPULLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2070;2286;2241;2272;2282;2348;2356;2387;2462;2585;2572;2497
130502;LA LIBERTAD;JULCAN;CALAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1901;1966;1934;1824;1744;1707;1699;1656;1658;1650;1630;1650
130503;LA LIBERTAD;JULCAN;CARABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2072;2203;2121;1954;2066;2058;2071;2070;2050;2081;2395;2081
130504;LA LIBERTAD;JULCAN;HUASO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2023;2166;2055;2041;2017;1953;1916;1857;1852;1923;1846;1923
130501;LA LIBERTAD;JULCAN;JULCAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3560;3725;3628;3646;3516;3362;3366;3342;3259;3332;3172;3332
130602;LA LIBERTAD;OTUZCO;AGALLPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2878;2905;2929;2911;2930;2927;2949;2995;3028;3107;3115;3079
130604;LA LIBERTAD;OTUZCO;CHARAT;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;676;663;665;661;685;618;641;702;688;700;689;679
130605;LA LIBERTAD;OTUZCO;HUARANCHAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1083;1124;1121;1083;1199;1187;1210;1210;1210;1284;1291;1328
130606;LA LIBERTAD;OTUZCO;LA CUESTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;140;170;167;176;163;161;161;169;180;180;174;163
130608;LA LIBERTAD;OTUZCO;MACHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;961;966;921;936;942;918;931;959;998;1024;1023;969
130601;LA LIBERTAD;OTUZCO;OTUZCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6947;7520;7595;7681;7937;7879;7855;7905;7948;8135;8267;7846
130610;LA LIBERTAD;OTUZCO;PARANDAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;188;195;158;153;155;147;135;134;135;133;141;124
130611;LA LIBERTAD;OTUZCO;SALPO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1575;1608;1574;1483;1418;1335;1306;1288;1290;1373;1331;1230
130613;LA LIBERTAD;OTUZCO;SINSICAP;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2450;2509;2503;2397;2405;2328;2348;2317;2310;2349;2317;2276
130614;LA LIBERTAD;OTUZCO;USQUIL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6476;7270;7216;7377;7480;7459;7566;7574;7358;7623;7632;7498
130702;LA LIBERTAD;PACASMAYO;GUADALUPE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;11452;11426;11517;11570;11569;11548;11683;11977;12059;12106;12549;12096
130703;LA LIBERTAD;PACASMAYO;JEQUETEPEQUE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;760;736;748;793;864;910;889;974;986;996;1055;1054
130704;LA LIBERTAD;PACASMAYO;PACASMAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7008;7108;7171;7353;7542;7463;7617;8117;8306;8031;8158;8456
130705;LA LIBERTAD;PACASMAYO;SAN JOSE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2876;2832;2884;2846;2863;2907;2980;3112;3155;3238;3302;3127
130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5353;5092;4976;5022;5087;5125;5341;5627;5701;5828;5632;5716
130802;LA LIBERTAD;PATAZ;BULDIBUYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1038;1447;1493;1507;1439;1415;1363;1405;1390;1390;1433;1394
130803;LA LIBERTAD;PATAZ;CHILLIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4681;5357;5583;5647;5650;5657;5601;5580;5613;5557;5654;5543
130804;LA LIBERTAD;PATAZ;HUANCASPATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2246;2434;2618;2450;2327;2290;2324;2277;2236;2279;2221;2192
130805;LA LIBERTAD;PATAZ;HUAYLILLAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;370;399;380;355;376;364;342;351;322;345;337;287
130806;LA LIBERTAD;PATAZ;HUAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1084;1451;1524;1445;1390;1354;1289;1253;1223;1317;1286;1144
130807;LA LIBERTAD;PATAZ;ONGON;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;491;490;448;451;466;464;437;430;418;425;429;363
130808;LA LIBERTAD;PATAZ;PARCOY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4679;5275;5600;5481;5725;5895;5833;6009;6196;6389;6877;6965
130809;LA LIBERTAD;PATAZ;PATAZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1855;2416;2435;2587;2928;3017;3165;3374;3608;3684;3964;3948
130810;LA LIBERTAD;PATAZ;PIAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;444;521;620;499;526;540;526;488;502;505;487;467
130811;LA LIBERTAD;PATAZ;SANTIAGO DE CHALLAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;863;876;864;854;826;786;747;722;714;713;687;638
130812;LA LIBERTAD;PATAZ;TAURIJA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1047;1185;1261;1149;1126;1082;1063;1056;1065;1061;1084;1022
130801;LA LIBERTAD;PATAZ;TAYABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4395;5462;5454;5608;5704;5732;5580;5764;5808;5894;6217;5809
130813;LA LIBERTAD;PATAZ;URPAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1092;1023;1025;966;934;879;845;843;825;833;851;805
130902;LA LIBERTAD;SANCHEZ CARRION;CHUGAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5324;5612;5573;5818;6069;6055;6144;6270;6222;6438;6608;6437
130903;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3278;3530;3523;3671;3585;3590;3669;3439;3507;3633;3853;3819
130904;LA LIBERTAD;SANCHEZ CARRION;CURGOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2420;2579;2592;2552;2593;2589;2653;2639;2685;2684;3182;2727
130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;19504;20816;21806;21885;22448;22871;22918;23757;23998;24141;25229;25706
130905;LA LIBERTAD;SANCHEZ CARRION;MARCABAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3868;4358;4485;4443;4236;4347;4265;4126;4093;4038;3864;3731
130906;LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4386;4660;4722;4713;4674;4679;4714;4784;4719;4764;4816;4746
130907;LA LIBERTAD;SANCHEZ CARRION;SARIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3091;3305;3360;3441;3325;3353;3312;3249;3187;3241;3225;3054
130908;LA LIBERTAD;SANCHEZ CARRION;SARTIMBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4400;4827;4877;5019;4954;4840;4801;4845;4906;5003;5090;4770
131002;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1866;1848;1767;1762;1687;1658;1616;1553;1530;1524;1521;1488
131003;LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2069;2106;2002;2017;2103;2066;2015;1998;1980;1995;1991;1960
131004;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;722;684;718;719;673;665;674;673;691;725;732;787
131005;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEPATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;837;769;789;770;768;730;708;733;735;738;728;679
131006;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4236;4422;4265;4401;4141;3881;3700;3752;3691;3761;3817;3797
131007;LA LIBERTAD;SANTIAGO DE CHUCO;SANTA CRUZ DE CHUCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1001;1023;1011;1006;897;856;866;820;791;791;807;726
131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7423;7372;7219;7410;7448;7325;7252;7218;7129;7237;7329;7080
131008;LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1304;1320;1329;1384;1371;1301;1353;1314;1322;1361;1350;1277
130112;LA LIBERTAD;TRUJILLO;ALTO TRUJILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;;;;;;;;;-
130102;LA LIBERTAD;TRUJILLO;EL PORVENIR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;26421;30139;29998;31962;33714;34779;36306;38593;40672;40745;43212;42973
130103;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;11502;12684;13121;13618;13916;14116;14343;14668;15091;15240;15407;16070
130104;LA LIBERTAD;TRUJILLO;HUANCHACO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;10397;13806;13780;14761;16682;17022;17983;19180;19829;19902;20950;21261
130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;27949;33347;32929;33799;34823;35143;36083;37721;40213;39738;40576;40227
130106;LA LIBERTAD;TRUJILLO;LAREDO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6467;7727;7706;8128;8766;9018;9248;9712;10002;10178;10703;10794
130107;LA LIBERTAD;TRUJILLO;MOCHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7783;7973;8195;8054;8315;8642;9280;10041;9896;9952;11178;11569
130108;LA LIBERTAD;TRUJILLO;POROTO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;968;914;956;989;1051;1078;1095;1120;1184;1263;1244;1259
130109;LA LIBERTAD;TRUJILLO;SALAVERRY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2553;3535;3316;3285;3485;3694;3937;4166;4457;4509;4723;4687
130110;LA LIBERTAD;TRUJILLO;SIMBAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;909;907;913;921;943;945;905;924;945;999;1040;1055
130101;LA LIBERTAD;TRUJILLO;TRUJILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;109235;121277;118004;120133;120766;117393;114076;118223;116277;112065;114721;115522
130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;11784;14236;13370;14171;14888;15935;16239;16349;17294;15996;16316;16577
131202;LA LIBERTAD;VIRU;CHAO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6223;7185;7396;8111;8882;9421;10130;11636;12536;12802;14693;15768
131203;LA LIBERTAD;VIRU;GUADALUPITO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;880;1022;1095;1099;1040;1001;1021;985;1059;1110;1213;1226
131201;LA LIBERTAD;VIRU;VIRU;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;13095;13833;14439;15356;16130;16493;16518;18038;18743;19573;20365;22014
140116;LAMBAYEQUE;CHICLAYO;CAYALTI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3570;3604;3527;3524;3518;3527;3654;3744;3843;4046;4296;4279
140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;91864;96106;93474;94013;97153;97662;98969;98005;93987;97744;96455;94739
140102;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3666;4953;4788;4810;4901;4785;5046;5411;5318;5674;5596;5748
140103;LAMBAYEQUE;CHICLAYO;ETEN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3405;3224;3162;3202;3526;3348;3536;3685;3791;3832;3778;3841
140104;LAMBAYEQUE;CHICLAYO;ETEN PUERTO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;270;231;227;246;249;240;203;196;243;242;233;244
140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;34040;38824;38700;37029;37814;37162;37644;37904;40597;38088;38404;38351
140107;LAMBAYEQUE;CHICLAYO;LAGUNAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2167;2241;2296;2389;2362;2501;2355;2450;2671;2754;2906;2921
140106;LAMBAYEQUE;CHICLAYO;LA VICTORIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;12656;14720;14655;14737;14841;14129;14645;15355;16049;16389;19436;20514
140108;LAMBAYEQUE;CHICLAYO;MONSEFU;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8082;9105;9300;9268;9696;9578;9955;10148;10826;10978;11042;10744
140109;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;570;569;555;551;564;541;539;537;529;578;642;517
140110;LAMBAYEQUE;CHICLAYO;OYOTUN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1967;1938;1883;1860;1901;1920;2007;2067;1871;1922;2289;2495
140117;LAMBAYEQUE;CHICLAYO;PATAPO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4245;5264;5152;4831;5233;5234;5272;5514;5623;5803;5852;5984
